Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
India,IND,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,3.72274253269818,2.93112773666002,5.99435326095099,7.45295012233009,-2.63577010985357,-0.055328769831476,7.82596303033039,3.38792917600293,6.53970029627997,5.15722973608288,1.64293038388746,-0.553301312377599,3.29552113522355,1.18533626034041,9.14991201480568,1.66310363661293,7.2547645858358,5.71253208900177,-5.23818270278925,6.73582152799834,6.00620362381754,3.47573324031229,7.28889290124583,3.82073785597366,5.25429922330882,4.77656417048958,3.96535563390586,9.62778291984819,5.94734332826501,5.53345456306511,1.05683143294308,5.48239602167047,4.75077621965234,6.65892406734025,7.57449184032379,7.5495222488198,4.0498208490926,6.18441582090618,8.84575556105509,3.84099115681285,4.82396626390641,3.8039753213758,7.86038147553259,7.92293661286503,7.92343062149763,8.06073257303272,7.66081506504928,3.08669805953289,7.86188883303498,8.49758470158106,5.2413150014405,5.45638875293319,6.38610640092348,7.41022760516408,7.99625378566586,8.25630550178155,6.79538341898569,6.53298901141864,4.04155418650819,-7.9646104111382
